Name,Total_Time,Artist,Album,Genre,Genre_2,Genre_3,Location
World Window (Transparent),04:46.373,Haujobb,From Homes to  Planets,Electronic,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Haujobb/From Homes to  Planets/07 World Window (Transparent).m4a
Wraith,04:30.186,John Carpenter,Lost Themes,Electronic,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/John Carpenter/Lost Themes/07 Wraith.m4a
Wrath of God,03:06.626,Crystal Castles,III,Electronic,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Crystal Castles/III/03 Wrath of God.m4a
Wrong,05:26.186,Robert Miles,Organik,Electronic,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Robert Miles/Organik/04 Wrong.m4a
XMAS_EVET10 [120][thanaton3 mix],10:31.240,Aphex Twin,Syro,Electronic,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Aphex Twin/Syro/02 XMAS_EVET10 [120][thanaton3 mix].m4a
Xtal,04:54.053,Aphex Twin,Selected Ambient Works 85-92,Electronic,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Aphex Twin/Selected Ambient Works 85-92/01 Xtal.m4a
Yak,05:51.040,Plaid,Trainer,Electronic,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Plaid/Trainer/08 Yak.m4a
Year of Silence,04:53.906,Crystal Castles,II,Electronic,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Crystal Castles/II/05 Year of Silence.m4a
Yearning,05:00.840,Haujobb,From Homes to  Planets,Electronic,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Haujobb/From Homes to  Planets/02 Yearning.m4a
Yellow Calx,03:02.666,Aphex Twin,Richard D. James Album,Electronic,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Aphex Twin/Richard D. James Album/08 Yellow Calx.m4a
YJY UX,08:24.013,Autechre,Exai,Electronic,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Autechre/Exai/17 YJY UX.m4a
You Appearing,03:39.293,M83,Saturdays = Youth,Electronic,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/M83/Saturdays = Youth/01 You Appearing.m4a
Your Pilot,05:15.120,Haujobb,Polarity,Electronic,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Haujobb/Polarity/18 Your Pilot.m4a
Your Tiny Hand Is Frozen,04:04.186,Reigns,The House on the Causeway,Electronic,Ambient,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Reigns/The House on the Causeway/09 Your Tiny Hand Is Frozen.m4a
Youtopia,03:59.893,Armin van Buuren,Mirage,Electronic,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Armin van Buuren/Mirage/16 Youtopia.m4a
Ziggomatic 17,08:35.360,Aphex Twin,Drukqs,Electronic,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Aphex Twin/Drukqs/28 Ziggomatic 17.m4a
Zoetrope,04:27.106,Ferri,A Broken Carousel,Electronic,Ambient,Pop,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Ferri/A Broken Carousel/05 Zoetrope.m4a
コノ先二在ルモノ,04:05.746,Ferri,A Broken Carousel,Electronic,Ambient,Pop,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Ferri/A Broken Carousel/01 コノ先二在ルモノ.m4a
Every Day's a Holiday,02:47.160,Mordred,Fool's Game,Funk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Mordred/Fool's Game/03 Every Day's a Holiday.m4a
Super Freak,02:23.293,Mordred,Fool's Game,Funk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Mordred/Fool's Game/09 Super Freak.m4a
384,04:25.293,Tiamat,The Scarred People,Gothic Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/The Scarred People/03 384.m4a
Departer,05:29.466,Katatonia,Night Is the New Day,Gothic Metal,Rock,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Katatonia/Night Is the New Day/11 Departer.m4a
Idle Blood,04:23.240,Katatonia,Night Is the New Day,Gothic Metal,Rock,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Katatonia/Night Is the New Day/03 Idle Blood.m4a
Inheritance,04:30.120,Katatonia,Night Is the New Day,Gothic Metal,Rock,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Katatonia/Night Is the New Day/09 Inheritance.m4a
Radiant Star,03:45.853,Tiamat,The Scarred People,Gothic Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/The Scarred People/04 Radiant Star.m4a
The Scarred People,06:38.346,Tiamat,The Scarred People,Gothic Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/The Scarred People/01 The Scarred People.m4a
Thunder and Lightning,04:32.906,Tiamat,The Scarred People,Gothic Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/The Scarred People/09 Thunder and Lightning.m4a
Trebaruna,03:29.906,Moonspell,Wolfheart,Gothic Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Moonspell/Wolfheart/05 Trebaruna.m4a
Winter Dawn,04:13.053,Tiamat,The Scarred People,Gothic Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/The Scarred People/02 Winter Dawn.m4a
A Deeper Kind of Slumber,05:46.653,Tiamat,A Deeper Kind of Slumber,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/A Deeper Kind of Slumber/13 A Deeper Kind of Slumber.m4a
A Pocket Size Sun,08:04.240,Tiamat,Wildhoney,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/Wildhoney/10 A Pocket Size Sun.m4a
After the Fall,05:35.903,Chelsea Wolfe,Abyss,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Abyss/06 After the Fall.m4a
Alteration X 10,05:08.666,Tiamat,A Deeper Kind of Slumber,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/A Deeper Kind of Slumber/06 Alteration X 10.m4a
"Ancestors, the Ancients",04:35.146,Chelsea Wolfe,Pain Is Beauty,Gothic Rock,NA,NA,"///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Pain Is Beauty/09 Ancestors, the Ancients.m4a"
Atlantis As a Lover,05:28.106,Tiamat,A Deeper Kind of Slumber,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/A Deeper Kind of Slumber/05 Atlantis As a Lover.m4a
Carrion Flowers,04:50.736,Chelsea Wolfe,Abyss,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Abyss/01 Carrion Flowers.m4a
Cold Seed,03:51.906,Tiamat,A Deeper Kind of Slumber,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/A Deeper Kind of Slumber/01 Cold Seed.m4a
Color of Blood,04:48.618,Chelsea Wolfe,Abyss,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Abyss/10 Color of Blood.m4a
Crazy Love,03:33.784,Chelsea Wolfe,Abyss,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Abyss/07 Crazy Love.m4a
Destruction Makes the World Burn Brighter,02:38.133,Chelsea Wolfe,Pain Is Beauty,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Pain Is Beauty/05 Destruction Makes the World Burn Brighter.m4a
Dragged Out,04:20.498,Chelsea Wolfe,Abyss,Gothic Rock,Doom Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Abyss/03 Dragged Out.m4a
Feral Love,03:22.800,Chelsea Wolfe,Pain Is Beauty,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Pain Is Beauty/01 Feral Love.m4a
Gaia,06:27.306,Tiamat,Wildhoney,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/Wildhoney/05 Gaia.m4a
Grey Days,05:19.754,Chelsea Wolfe,Abyss,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Abyss/05 Grey Days.m4a
House of Metal,05:00.386,Chelsea Wolfe,Pain Is Beauty,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Pain Is Beauty/03 House of Metal.m4a
Iron Moon,05:46.852,Chelsea Wolfe,Abyss,Gothic Rock,Doom Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Abyss/02 Iron Moon.m4a
Kings,03:58.666,Chelsea Wolfe,Pain Is Beauty,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Pain Is Beauty/07 Kings.m4a
Love Terrorists,05:42.253,Tiamat,The Scarred People,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/The Scarred People/07 Love Terrorists.m4a
Maw,05:54.328,Chelsea Wolfe,Abyss,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Abyss/04 Maw.m4a
Messinian Letter,04:19.973,Tiamat,The Scarred People,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/The Scarred People/08 Messinian Letter.m4a
Mount Marilyn,10:33.586,Tiamat,A Deeper Kind of Slumber,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/A Deeper Kind of Slumber/12 Mount Marilyn.m4a
Only In My Tears It Lasts,04:47.973,Tiamat,A Deeper Kind of Slumber,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/A Deeper Kind of Slumber/08 Only In My Tears It Lasts.m4a
Phantasma De Luxe,04:57.453,Tiamat,A Deeper Kind of Slumber,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/A Deeper Kind of Slumber/11 Phantasma De Luxe.m4a
Reins,05:15.240,Chelsea Wolfe,Pain Is Beauty,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Pain Is Beauty/08 Reins.m4a
Sick,05:35.293,Chelsea Wolfe,Pain Is Beauty,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Pain Is Beauty/06 Sick.m4a
Simple Death,05:22.289,Chelsea Wolfe,Abyss,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Abyss/08 Simple Death.m4a
Survive,05:38.781,Chelsea Wolfe,Abyss,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Abyss/09 Survive.m4a
Teonanacatl,04:17.280,Tiamat,A Deeper Kind of Slumber,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/A Deeper Kind of Slumber/02  Teonanacatl.m4a
The Abyss,04:12.334,Chelsea Wolfe,Abyss,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Abyss/11 The Abyss.m4a
The Desolate One,03:43.573,Tiamat,A Deeper Kind of Slumber,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/A Deeper Kind of Slumber/04 The Desolate One.m4a
The Red of the Morning Sun,04:21.720,Tiamat,The Scarred People,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/The Scarred People/11 The Red of the Morning Sun.m4a
The Sun Also Rises,05:06.413,Tiamat,The Scarred People,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/The Scarred People/05 The Sun Also Rises.m4a
The Warden,03:52.813,Chelsea Wolfe,Pain Is Beauty,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Pain Is Beauty/04 The Warden.m4a
The Waves Have Come,08:29.200,Chelsea Wolfe,Pain Is Beauty,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Pain Is Beauty/11 The Waves Have Come.m4a
The Whores of Babylon,03:53.453,Tiamat,A Deeper Kind of Slumber,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/A Deeper Kind of Slumber/09 The Whores of Babylon.m4a
They'll Clap When You're Gone,05:52.333,Chelsea Wolfe,Pain Is Beauty,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Pain Is Beauty/10 They'll Clap When You're Gone.m4a
Tiznit,03:03.520,Tiamat,The Scarred People,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tiamat/The Scarred People/10 Tiznit.m4a
We Hit a Wall,03:35.893,Chelsea Wolfe,Pain Is Beauty,Gothic Rock,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Chelsea Wolfe/Pain Is Beauty/02 We Hit a Wall.m4a
A Hell On Earth,01:51.800,Discharge,Hear Nothing See Nothing Say Nothing,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Discharge/Hear Nothing See Nothing Say Nothing/08 A Hell On Earth.m4a
Another Side,02:51.893,Agnostic Front,Liberty & Justice for...,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Agnostic Front/Liberty & Justice for.._/06 Another Side.m4a
Anthem,02:52.640,Agnostic Front,Liberty & Justice for...,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Agnostic Front/Liberty & Justice for.._/05 Anthem.m4a
Backtrack,02:36.533,Killing Time,Brightside,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Killing Time/Brightside/09 Backtrack.m4a
Baphomet,04:42.600,Quicksand,Slip,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Quicksand/Slip/10 Baphomet.m4a
Brightside,02:30.693,Killing Time,Brightside,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Killing Time/Brightside/02 Brightside.m4a
Can Opener,03:39.666,Quicksand,Slip,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Quicksand/Slip/08 Can Opener.m4a
Censored,02:00.093,Agnostic Front,Liberty & Justice for...,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Agnostic Front/Liberty & Justice for.._/11 Censored.m4a
Cheap Thrills,01:05.706,Killing Time,Brightside,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Killing Time/Brightside/01 Cheap Thrills.m4a
Cries Of Help,03:06.800,Discharge,Hear Nothing See Nothing Say Nothing,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Discharge/Hear Nothing See Nothing Say Nothing/09 Cries Of Help.m4a
Crucial Moment,01:08.626,Agnostic Front,Liberty & Justice for...,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Agnostic Front/Liberty & Justice for.._/02 Crucial Moment.m4a
Crucified,02:28.333,Agnostic Front,Liberty & Justice for...,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Agnostic Front/Liberty & Justice for.._/10 Crucified.m4a
Dine Alone,03:27.906,Quicksand,Slip,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Quicksand/Slip/03 Dine Alone.m4a
Drunk With Power,02:44.200,Discharge,Hear Nothing See Nothing Say Nothing,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Discharge/Hear Nothing See Nothing Say Nothing/06 Drunk With Power.m4a
Fazer,03:13.760,Quicksand,Slip,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Quicksand/Slip/01 Fazer.m4a
Fools Die,02:21.559,Killing Time,Brightside,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Killing Time/Brightside/03 Fools Die.m4a
Free Speech for the Dumb,02:15.693,Discharge,Hear Nothing See Nothing Say Nothing,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Discharge/Hear Nothing See Nothing Say Nothing/13 Free Speech for the Dumb.m4a
Freezing Process,03:19.160,Quicksand,Slip,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Quicksand/Slip/05 Freezing Process.m4a
Genesis,01:37.200,Agnostic Front,Liberty & Justice for...,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Agnostic Front/Liberty & Justice for.._/04 Genesis.m4a
Happened Yesterday,02:29,Agnostic Front,Liberty & Justice for...,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Agnostic Front/Liberty & Justice for.._/07 Happened Yesterday.m4a
Head to Wall,03:07.200,Quicksand,Slip,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Quicksand/Slip/02 Head to Wall.m4a
Hear Nothing See Nothing Say Nothing,01:31,Discharge,Hear Nothing See Nothing Say Nothing,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Discharge/Hear Nothing See Nothing Say Nothing/01 Hear Nothing See Nothing Say Nothing.m4a
Hypocrisy,02:47.600,Agnostic Front,Liberty & Justice for...,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Agnostic Front/Liberty & Justice for.._/09 Hypocrisy.m4a
I Won't Subscribe,01:36.493,Discharge,Hear Nothing See Nothing Say Nothing,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Discharge/Hear Nothing See Nothing Say Nothing/05 I Won't Subscribe.m4a
Liberty & Justice,02:56.106,Agnostic Front,Liberty & Justice for...,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Agnostic Front/Liberty & Justice for.._/01 Liberty & Justice.m4a
Lie and Wait,02:32.933,Quicksand,Slip,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Quicksand/Slip/06 Lie and Wait.m4a
Lost,01:59.573,Agnostic Front,Liberty & Justice for...,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Agnostic Front/Liberty & Justice for.._/08 Lost.m4a
Meanwhile,01:27.533,Discharge,Hear Nothing See Nothing Say Nothing,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Discharge/Hear Nothing See Nothing Say Nothing/07 Meanwhile.m4a
My Reason,02:13.066,Killing Time,Brightside,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Killing Time/Brightside/07 My Reason.m4a
New Release,01:41.960,Killing Time,Brightside,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Killing Time/Brightside/08 New Release.m4a
No More Mr. Nice Guy,02:44.106,Killing Time,Brightside,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Killing Time/Brightside/06 No More Mr. Nice Guy.m4a
Omission,02:33.226,Quicksand,Slip,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Quicksand/Slip/09 Omission.m4a
Protest and Survive,02:14.733,Discharge,Hear Nothing See Nothing Say Nothing,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Discharge/Hear Nothing See Nothing Say Nothing/04 Protest and Survive.m4a
Q: And Children? A: And Children,01:46.933,Discharge,Hear Nothing See Nothing Say Nothing,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Discharge/Hear Nothing See Nothing Say Nothing/11 Q_ And Children_ A_ And Children.m4a
Slip,02:21.666,Quicksand,Slip,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Quicksand/Slip/04 Slip.m4a
Strength,02:43.866,Agnostic Front,Liberty & Justice for...,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Agnostic Front/Liberty & Justice for.._/03 Strength.m4a
Telltale,01:29.373,Killing Time,Brightside,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Killing Time/Brightside/04 Telltale.m4a
The Blood Runs Red,01:34.440,Discharge,Hear Nothing See Nothing Say Nothing,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Discharge/Hear Nothing See Nothing Say Nothing/12 The Blood Runs Red.m4a
The End,02:31.733,Discharge,Hear Nothing See Nothing Say Nothing,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Discharge/Hear Nothing See Nothing Say Nothing/14 The End.m4a
The Final Blood Bath,01:39.973,Discharge,Hear Nothing See Nothing Say Nothing,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Discharge/Hear Nothing See Nothing Say Nothing/03 The Final Blood Bath.m4a
The Nightmare Continues,01:49,Discharge,Hear Nothing See Nothing Say Nothing,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Discharge/Hear Nothing See Nothing Say Nothing/02 The Nightmare Continues.m4a
The Possibility of Life's Destruction,01:14.600,Discharge,Hear Nothing See Nothing Say Nothing,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Discharge/Hear Nothing See Nothing Say Nothing/10 The Possibility of Life's Destruction.m4a
Too Official,02:48.240,Quicksand,Slip,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Quicksand/Slip/11 Too Official.m4a
Transparent,04:04.626,Quicksand,Slip,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Quicksand/Slip/12 Transparent.m4a
Unfulfilled,03:23.306,Quicksand,Slip,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Quicksand/Slip/07 Unfulfilled.m4a
Wall of Hate,01:28.640,Killing Time,Brightside,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Killing Time/Brightside/10 Wall of Hate.m4a
What I Want,02:11.960,Killing Time,Brightside,Hardcore Punk,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Killing Time/Brightside/05 What I Want.m4a
